MOTS_ID  |MOTS_LUXEMBURGISCH  |MOTS_LUXEMBURGISCH_WSC  |MOTS_FRENCH  |MOTS_FRENCH_WSC  |MOTS_GERMAN  |MOTS_GERMAN_WSC  |MOTS_ENGLISH  |MOTS_ENGLISH_WSC  |MOTS_SPAIN  |MOTS_SPAIN_WSC  |MOTS_ITALIAN  |MOTS_ITALIAN_WSC  |MOTS_PORTUGUESE  |MOTS_PORTUGUESE_WSC  |INFINITIF_INDEX1  |INFINITIF_INDEX2  
1716|duerchféieren=realiséieren, e féiert duerch|duerchfeieren=realiseieren, e feiert duerch|réaliser|realiser|verwirklichen|verwirklichen|to realize, to carry out|to realize, to carry out|realizar|realizar|realizzare|realizzare|realizar|realizar|null|null
1717|duerchliesen=noliesen, e liest duerch|duerchliesen=noliesen, e liest duerch|relire|relire|nachlesen, durchlesen|nachlesen, durchlesen|to read over|to read over|releer|releer|rileggere|rileggere|reler|reler|null|null
1718|Duerchmiesser=Diameter, Duerchmiesseren|duerchmiesser=diameter, duerchmiesseren|diamètre|diametre|Durchmesser|durchmesser|diameter|diameter|diámetro|diametro|diametro|diametro|diâmetro|diametro|null|null
1719|duerchschnëttlech=mëttelméisseg|duerchschnettlech=mettelmeisseg|quelconque, médiocre|quelconque, mediocre|mittelmäßig|mittelmaßig|average, mediocre|average, mediocre|cualquier, mediocre|cualquier, mediocre|mediocre|mediocre|qualquer, medíocre|qualquer, mediocre|null|null
1911|ëmtauschen=echangéieren, en tauscht ëm|emtauschen=echangeieren, en tauscht em|échanger|echanger|austauschen, umtauschen, tauschen|austauschen, umtauschen, tauschen|to exchange|to exchange|intercambiar|intercambiar|scambiare|scambiare|trocar|trocar|ëmtauschen|null
1721|duerchsiichteg=transparent|duerchsiichteg=transparent|transparent|transparent|durchsichtig|durchsichtig|transparent|transparent|transparente|transparente|trasparente|trasparente|transparente|transparente|null|null
1722|duerchsträichen, e sträicht duerch|duerchstraichen, e straicht duerch|rayer|rayer|durchstreichen|durchstreichen|to cancel|to cancel|rayar, cancelar|rayar, cancelar|cancellare|cancellare|riscar|riscar|null|null
1723|duerchwullen=duerchsichen=erëmschnoffelen, en duerchwullt|duerchwullen=duerchsichen=eremschnoffelen, en duerchwullt|fouiller|fouiller|durchsuchen|durchsuchen|to search|to search|buscar|buscar|frugare, perquisire|frugare, perquisire|rebuscar|rebuscar|null|null
1724|Duerf, Dierfer|duerf, dierfer|village|village|Dorf|dorf|village|village|pueblo|pueblo|villaggio|villaggio|aldeia|aldeia|null|null
1725|duerfen=däerfen=dierfen, en duerf|duerfen=daerfen=dierfen, en duerf|pouvoir, avoir la permission|pouvoir, avoir la permission|dürfen|durfen|to be allowed to|to be allowed to|tener permiso, poder|tener permiso, poder|potere|potere|poder, ter direito, ter licença|poder, ter direito, ter licença|null|null
1726|duerfir=dofir|duerfir=dofir|pour cela, c’est pourquoi|pour cela, c’est pourquoi|darum, deswegen|darum, deswegen|that’s why, therefore|that’s why, therefore|es porqué|es porque|ecco perché, perciò|ecco perche, perciò|por isso|por isso|null|null
1934|engagéieren=astellen, en engagéiert|engageieren=astellen, en engageiert|engager, embaucher|engager, embaucher|einstellen, engagieren|einstellen, engagieren|to engage|to engage|contratar|contratar|impegnare|impegnare|recrutar|recrutar|engagéieren|null
1728|duerkommen, e kënnt duer|duerkommen, e kennt duer|avoir de quoi vivre|avoir de quoi vivre|auskommen|auskommen|to manage, to make do|to manage, to make do|tener lo necesario|tener lo necesario|farcela, sbarcare il lunario|farcela, sbarcare il lunario|ter o suficiente|ter o suficiente|null|null
1729|duerno=derno=herno|duerno=derno=herno|après|apres|danach, nachher|danach, nachher|after that|after that|después|despues|dopo, più tardi|dopo, più tardi|após, depois|apos, depois|null|null
1730|dulden=erdroen=aushalen=toleréieren=verdroen, en dult|dulden=erdroen=aushalen=tolereieren=verdroen, en dult|endurer|endurer|ertragen, dulden|ertragen, dulden|to endure, to bear|to endure, to bear|aguantar|aguantar|sopportare|sopportare|aguentar|aguentar|null|null
1731|Dün, Dünen|dun, dunen|dune|dune|Düne|dune|dune|dune|duna|duna|duna|duna|duna|duna|null|null
1732|Dünger|dunger|engrais|engrais|Dünger|dunger|fertilizer|fertilizer|abono|abono|concime|concime|adubo|adubo|null|null
1733|dunn=dann|dunn=dann|alors|alors|dann|dann|then|then|entonces|entonces|poi|poi|então|então|null|null
1734|Dusch, Duschen|dusch, duschen|douche|douche|Dusche|dusche|shower|shower|ducha|ducha|doccia|doccia|chuveiro, ducha|chuveiro, ducha|null|null
1952|ënnenagoen=erofgoen, e geet ënnenan|ennenagoen=erofgoen, e geet ennenan|descendre|descendre|hinuntergehen|hinuntergehen|to go downstairs|to go downstairs|bajar|bajar|scendere dabasso|scendere dabasso|descer|descer|ënnenagoen|null
1736|Dusel|dusel|ivresse|ivresse|Rausch|rausch|drunkenness|drunkenness|ebriedad|ebriedad|ubriachezza|ubriachezza|bebedeira, embriaguez|bebedeira, embriaguez|null|null
1737|Dusel, am Dusel sinn, en ass am Dusel|dusel, am dusel sinn, en ass am dusel|avoir une cuite|avoir une cuite|beschwipst sein|beschwipst sein|to be drunken, to be tight|to be drunken, to be tight|coger una curda, estar bolo|coger una curda, estar bolo|essere ubriaco|essere ubriaco|estar bêbedo/embriagado|estar bebedo/embriagado|null|null
1738|Duuscht|duuscht|soif|soif|Durst|durst|thirst|thirst|sed|sed|sete|sete|sede|sede|null|null
1739|duuschtereg sinn, en ass duuschtereg|duuschtereg sinn, en ass duuschtereg|avoir soif|avoir soif|durstig sein|durstig sein|to be thirsty|to be thirsty|tener sed|tener sed|avere sete|avere sete|ter sede|ter sede|null|null
1740|duuss=zäertlech|duuss=zaertlech|doux, doucement|doux, doucement|sanft|sanft|gentle, gently, soft|gentle, gently, soft|suave|suave|dolce, gentile|dolce, gentile|macio|macio|null|null
1962|ënnergoen, e geet ënner|ennergoen, e geet enner|couler, sombrer|couler, sombrer|sinken|sinken|to sink|to sink|hundirse|hundirse|affondare|affondare|afundar-se|afundar-se|ënnergoen|null
1742|d'Woch iwwer=wäertes=wiertes|d'woch iwwer=waertes=wiertes|en semaine|en semaine|wochentags, werktags|wochentags, werktags|on weekdays|on weekdays|durante la semana|durante la semana|durante la settimana|durante la settimana|durante a semana|durante a semana|null|null
1743|e bësschen=e bëssen=e wéineg=net vill|e besschen=e bessen=e weineg=net vill|un peu|un peu|ein bisschen, ein wenig|ein bisschen, ein wenig|a little|a little|un poco|un poco|un po’|un po’|um pouco|um pouco|null|null
1744|e bëssen=e bësschen=e wéineg=net vill|e bessen=e besschen=e weineg=net vill|un peu|un peu|ein bisschen, ein wenig|ein bisschen, ein wenig|a little|a little|un poco|un poco|un po’|un po’|um pouco|um pouco|null|null
1745|e wéineg=e bëssen=e bësschen=net vill|e weineg=e bessen=e besschen=net vill|un peu|un peu|ein wenig, ein bisschen|ein wenig, ein bisschen|a little|a little|un poco|un poco|un po'|un po'|um pouco|um pouco|null|null
1746|Ebbe a Flut|ebbe a flut|marées|marees|Gezeiten|gezeiten|tide, ebb and flow|tide, ebb and flow|marea|marea|marea|marea|maré|mare|null|null
1747|eben=grad|eben=grad|justement|justement|eben, freilich|eben, freilich|exactly, after all|exactly, after all|desde luego|desde luego|giustamente, già|giustamente, gia|isso mesmo, justamente|isso mesmo, justamente|null|null
1748|Ecart=Ofstand=Distanz=Entfernung, Ecarten|ecart=ofstand=distanz=entfernung, ecarten|écart, distance|ecart, distance|Abstand|abstand|gap, distance|gap, distance|diferencia|diferencia|scarto, distanza|scarto, distanza|desvio|desvio|null|null
1749|ech|ech|je|je|ich|ich|I, me|i, me|yo|yo|io|io|eu|eu|null|null
1750|Echange=Tosch=Austausch, Echangen|echange=tosch=austausch, echangen|échange|echange|Austausch|austausch|exchange|exchange|cambio|cambio|baratto|baratto|troco|troco|null|null
1971|ënnerscheeden=auserneenhalen, en ënnerscheet|ennerscheeden=auserneenhalen, en ennerscheet|distinguer|distinguer|unterscheiden|unterscheiden|to distinguish|to distinguish|distinguir|distinguir|distinguere|distinguere|distinguir|distinguir|ënnerscheeden|null
1752|Echantillon=Muster=Modell, Echantillonen|echantillon=muster=modell, echantillonen|échantillon|echantillon|Muster|muster|sample|sample|muestra|muestra|campione, scampolo|campione, scampolo|amostra|amostra|null|null
1753|Echeance=Termäin, Echeancen|echeance=termain, echeancen|échéance|echeance|(Fälligkeits-) Termin|(falligkeits-) termin|expiration|expiration|vencimiento|vencimiento|scadenza|scadenza|vencimento|vencimento|null|null
1754|Echec=Nidderlag=Defaite=Flop, Echecken|echec=nidderlag=defaite=flop, echecken|défaite, échec|defaite, echec|Niederlage|niederlage|defeat|defeat|derrota|derrota|sconfitta|sconfitta|derrota|derrota|null|null
1755|echt, net echt=kënschtlech|echt, net echt=kenschtlech|artificiel|artificiel|künstlich|kunstlich|artificial|artificial|artificial|artificial|artificiale|artificiale|artificial|artificial|null|null
1756|echt=authentesch|echt=authentesch|véritable, authentique|veritable, authentique|echt|echt|real, genuine|real, genuine|genuino, auténtico|genuino, autentico|autentico|autentico|autêntico|autentico|null|null
1757|Eck, Ecker|eck, ecker|coin|coin|Ecke|ecke|corner|corner|esquina, rincón|esquina, rincon|angolo|angolo|canto, esquina|canto, esquina|null|null
1758|eckeg|eckeg|angulaire|angulaire|eckig, kantig|eckig, kantig|angular, square|angular, square|angular|angular|angolare|angolare|angular|angular|null|null
1759|Ecran=Bildschierm, Ecranen|ecran=bildschierm, ecranen|écran|ecran|Wandschirm|wandschirm|screen|screen|pantalla|pantalla|schermo|schermo|painel|painel|null|null
1760|Edelsteen, Edelsteng|edelsteen, edelsteng|pierre précieuse|pierre precieuse|Edelstein|edelstein|precious stone|precious stone|piedra preciosa|piedra preciosa|pietra preziosa|pietra preziosa|pedra preciosa|pedra preciosa|null|null
1761|Edukatioun=Erzéiung=Bildung|edukatioun=erzeiung=bildung|éducation|education|Erziehung|erziehung|education|education|educación|educacion|educazione|educazione|educação|educação|null|null
1762|ee fixéieren=stuerken, e fixéiert een|ee fixeieren=stuerken, e fixeiert een|fixer qqn.|fixer qqn.|anstarren|anstarren|to stare at|to stare at|mirar fijamente|mirar fijamente|fissare qualcuno con lo sguardo|fissare qualcuno con lo sguardo|fixar alguém|fixar alguem|null|null
1763|Ee, Eeër|ee, eeer|oeuf|oeuf|Ei|ei|egg|egg|huevo|huevo|uovo|uovo|ovo|ovo|null|null
1764|Ee, lues gekachtent Ee=Zappee|ee, lues gekachtent ee=zappee|oeuf à la coque|oeuf a la coque|weichgekochtes Ei|weichgekochtes ei|soft­boiled egg|soft­boiled egg|huevo pasado por agua tibio|huevo pasado por agua tibio|uovo alla coque, uovo al guscio|uovo alla coque, uovo al guscio|ovo escalfado, ovo cozido|ovo escalfado, ovo cozido|null|null
1765|Eech, Eechen|eech, eechen|chêne|chene|Eiche|eiche|oak|oak|roble|roble|rovere|rovere|carvalho|carvalho|null|null
1766|Eechel, Eechelen|eechel, eechelen|gland|gland|Eichel|eichel|acorn|acorn|bellota|bellota|ghianda|ghianda|glande, bolota|glande, bolota|null|null
1767|Eed, Eeden|eed, eeden|serment|serment|Eid|eid|oath, pledge|oath, pledge|juramento|juramento|giuramento|giuramento|juramento|juramento|null|null
1768|Eedem, Eedemen|eedem, eedemen|gendre|gendre|Schwiegersohn|schwiegersohn|son­in­law|son­in­law|yerno|yerno|genero|genero|genro|genro|null|null
1769|Eeërschuel, Eeërschuelen|eeerschuel, eeerschuelen|coquille d’oeuf|coquille d’oeuf|Eierschale|eierschale|eggshell|eggshell|cascarón de huevo|cascaron de huevo|guscio d’uovo|guscio d’uovo|casca de ovo|casca de ovo|null|null
1770|Eeërstack, Eeërstäck|eeerstack, eeerstack|ovaire|ovaire|Eierstock|eierstock|ovary|ovary|ovario|ovario|ovaia|ovaia|ovário|ovario|null|null
1771|eefälleg=domm=blöd=topeg=idiotesch|eefalleg=domm=blod=topeg=idiotesch|imbécile, stupide, bête|imbecile, stupide, bete|einfältig, dumm, blöd|einfaltig, dumm, blod|silly, stupid|silly, stupid|imbécil, estúpido|imbecil, estupido|imbecille, stupido|imbecille, stupido|imbecil, estúpido|imbecil, estupido|null|null
1772|Eefällegkeet=Dommheet=Connerie=Dabozegkeet=Quatsch, Eefällegkeeten|eefallegkeet=dommheet=connerie=dabozegkeet=quatsch, eefallegkeeten|sottise, bêtise, gaffe|sottise, betise, gaffe|Dummheit|dummheit|stupidity|stupidity|imbecilidad, estupidez|imbecilidad, estupidez|stupidità|stupidita|asneira, bobagem, disparate|asneira, bobagem, disparate|null|null
1773|Eefalt=Topert=Hännes=Dabo, Eefalten|eefalt=topert=hannes=dabo, eefalten|imbécile, abruti|imbecile, abruti|Dummkopf|dummkopf|booby, dimwit|booby, dimwit|imbécil|imbecil|imbecille|imbecille|imbecil|imbecil|null|null
1774|eegemächteg=arbiträr|eegemachteg=arbitrar|arbitraire|arbitraire|willkürlich|willkurlich|arbitrary|arbitrary|arbitrario|arbitrario|arbitrario|arbitrario|arbitrário|arbitrario|null|null
1775|eegen|eegen|propre, à soi­même|propre, a soi­meme|eigen|eigen|own|own|propio|propio|proprio|proprio|próprio|proprio|null|null
1776|Eegentemer=Besëtzer=Proprietaire, Eegentemer|eegentemer=besetzer=proprietaire, eegentemer|propriétaire|proprietaire|Besitzer|besitzer|owner|owner|propietario, dueño|propietario, dueño|proprietario|proprietario|senhorio, dono|senhorio, dono|null|null
1777|Eegentum=Besëtz=Proprietéit, Eegentemer|eegentum=besetz=proprieteit, eegentemer|propriété|propriete|Eigentum, Besitz|eigentum, besitz|ownership, property|ownership, property|propiedad|propiedad|proprietà|proprieta|propriedade|propriedade|null|null
1778|Eegeschaft=Qualitéit, Eegeschaften|eegeschaft=qualiteit, eegeschaften|qualité|qualite|Qualität, Eigenschaft|qualitat, eigenschaft|quality|quality|calidad|calidad|qualità|qualita|qualidade|qualidade|null|null
1779|eegestänneg=autonom=selbstänneg=onofhängeg|eegestanneg=autonom=selbstanneg=onofhangeg|autonome|autonome|unabhängig|unabhangig|autonomous|autonomous|autónomo|autonomo|autonomo|autonomo|autónomo|autonomo|null|null
1780|eegewëlleg=déckkäppeg=stur=klatzkäppeg=tockeg|eegewelleg=deckkappeg=stur=klatzkappeg=tockeg|têtu, buté|tetu, bute|dickköpfig|dickkopfig|stubborn|stubborn|tozudo, cabezón|tozudo, cabezon|testardo, restio|testardo, restio|cabeçudo, teimoso|cabeçudo, teimoso|null|null
1781|Eegiel=Gielt vum Ee|eegiel=gielt vum ee|jaune d’oeuf|jaune d’oeuf|Eigelb, Dotter|eigelb, dotter|yolk|yolk|yema de huevo|yema de huevo|tuorlo|tuorlo|gema|gema|null|null
1782|Eekel=Degoût|eekel=degoût|dégoût|degoût|Ekel|ekel|disgust|disgust|aversión, asco, disgusto|aversion, asco, disgusto|disgusto, ribrezzo|disgusto, ribrezzo|nojo, repugnância|nojo, repugnancia|null|null
1783|eekeleg=eekleg=degoûtant=widderlech=ruckelzeg=degueulasse|eekeleg=eekleg=degoûtant=widderlech=ruckelzeg=degueulasse|dégoûtant, dégueulasse|degoûtant, degueulasse|ekelhaft|ekelhaft|disgusting|disgusting|asqueroso|asqueroso|ripugnante, disgustoso|ripugnante, disgustoso|nojento, repugnante|nojento, repugnante|null|null
1797|eenegen(sech), si eenegen sech|eenegen(sech), si eenegen sech|se mettre d’accord, convenir|se mettre d’accord, convenir|sich einigen, übereinkommen|sich einigen, ubereinkommen|to agree|to agree|acordar|acordar|convenire, mettersi d’accordo|convenire, mettersi d’accordo|convir|convir|eenegen (sech)|null
1785|eelef|eelef|onze|onze|elf|elf|eleven|eleven|once|once|undici|undici|onze|onze|null|null
1786|eeler|eeler|âgé, plus âgé|age, plus age|älter|alter|elderly|elderly|mayor|mayor|più vecchio|più vecchio|idoso, mais velho|idoso, mais velho|null|null
1787|Eelst, Eelst|eelst, eelst|aînée|ainee|Erstgeborene, Älteste|erstgeborene, alteste|eldest, oldest|eldest, oldest|primogénita, la mayor|primogenita, la mayor|la più vecchia, primogenita|la più vecchia, primogenita|a mais velha|a mais velha|null|null
1788|Eelsten, Eelst|eelsten, eelst|aîné|aine|Ältester|altester|eldest|eldest|el mayor|el mayor|il più vecchio, primogenito|il più vecchio, primogenito|o mais velho, primogénito|o mais velho, primogenito|null|null
1974|ënnerschreiwen=signéieren, en ënnerschreift|ennerschreiwen=signeieren, en ennerschreift|signer|signer|unterschreiben|unterschreiben|to sign|to sign|firmar|firmar|firmare, sottoscrivere|firmare, sottoscrivere|assinar|assinar|ënnerschreiwen|null
1790|Eemer, Eemeren|eemer, eemeren|seau|seau|Eimer|eimer|bucket|bucket|cubo|cubo|secchio|secchio|balde|balde|null|null
1791|eemol, op eemol|eemol, op eemol|soudain|soudain|plötzlich|plotzlich|suddenly|suddenly|de repente, de pronto|de repente, de pronto|ad un tratto|ad un tratto|de repente|de repente|null|null
1792|eemol=emol=eng Kéier|eemol=emol=eng keier|une fois|une fois|ein Mal, einmal|ein mal, einmal|once|once|una vez|una vez|una volta|una volta|uma vez|uma vez|null|null
1793|een|een|un|un|ein, einer, jemand|ein, einer, jemand|one, a|one, a|uno|uno|un, uno|un, uno|um|um|null|null
1800|eent|eent|un|un|eins|eins|one|one|uno|uno|uno|uno|um|um|null|null
1794|een dee Chance huet=een dee Gléck huet|een dee chance huet=een dee gleck huet|chanceux|chanceux|Glückspilz|gluckspilz|lucky|lucky|afortunado|afortunado|fortunato|fortunato|afortunado|afortunado|null|null
1795|een dee Gléck huet=een dee Chance huet|een dee gleck huet=een dee chance huet|chanceux|chanceux|Glückspilz|gluckspilz|lucky|lucky|afortunado|afortunado|fortunato|fortunato|afortunado|afortunado|null|null
1796|eendeiteg sinn=evident sinn=aliichten, et ass eendeiteg|eendeiteg sinn=evident sinn=aliichten, et ass eendeiteg|paraître évident, être clair|paraitre evident, etre clair|einleuchten|einleuchten|to be evident, to be obvious|to be evident, to be obvious|ser evidente|ser evidente|capire|capire|ser evidente, ser óbvio|ser evidente, ser obvio|null|null
2061|eraussichen=erauswielen, e sicht eraus|eraussichen=erauswielen, e sicht eraus|choisir|choisir|wählen, aussuchen|wahlen, aussuchen|to choose|to choose|escoger|escoger|scegliere|scegliere|escolher|escolher|eraussichen|null
1798|eens ginn, e gëtt eens|eens ginn, e gett eens|se mettre d’accord, se débrouiller|se mettre d’accord, se debrouiller|sich einigen|sich einigen|to agree, to manage|to agree, to manage|llevarse bien con, corresponder|llevarse bien con, corresponder|accordarsi|accordarsi|concordar, entender­se bem|concordar, entender­se bem|null|null
1799|eens sinn(sech)=d'accord sinn=averstane sinn, se sinn sech eens|eens sinn(sech)=d'accord sinn=averstane sinn, se sinn sech eens|être d’accord|etre d’accord|einig sein|einig sein|to agree|to agree|estar de acuerdo|estar de acuerdo|mettersi d’accordo|mettersi d’accordo|acordar, estar de acordo|acordar, estar de acordo|null|null
1801|eenzeg an eleng|eenzeg an eleng|uniquement|uniquement|ausschließlich|ausschließlich|solely|solely|únicamente|unicamente|solamente|solamente|somente|somente|null|null
1802|Eenzeg, Eenzeg|eenzeg, eenzeg|la seule|la seule|die Einzige|die einzige|the only one, sole|the only one, sole|una sola|una sola|una sola|una sola|uma só|uma so|null|null
